online_order,book_table,rate,votes,approx_cost_for_two_people,restaurant_type,location,has_phone
0,0,3.7,0,200.0,Desserts,Bellandur,1
1,0,2.9,361,450.0,Delivery,Koramangala 4th Block,1
1,0,3.3,50,300.0,Delivery,Koramangala 7th Block,1
0,1,4.2,140,2500.0,Dine-out,Church Street,1
0,0,3.3,4,400.0,Dine-out,Jayanagar,1
1,0,3.8,53,350.0,Dine-out,Koramangala 5th Block,1
1,0,3.7,0,300.0,Dine-out,Indiranagar,1
0,1,3.8,21,800.0,Buffet,Basavanagudi,1
1,1,4.2,1629,1500.0,Dine-out,Koramangala 7th Block,1
1,0,3.4,9,100.0,Desserts,Koramangala 7th Block,1
1,0,2.5,0,400.0,Delivery,Residency Road,1
1,0,4.0,918,750.0,Dine-out,Sarjapur Road,1
1,1,4.2,1692,650.0,Cafes,BTM,1
0,0,3.6,23,200.0,Desserts,Brigade Road,1
1,0,1.0,0,400.0,Delivery,Koramangala 5th Block,1
1,0,3.6,23,350.0,Delivery,Jayanagar,1
1,0,3.7,58,300.0,Delivery,Frazer Town,1
0,0,4.0,213,400.0,Delivery,Indiranagar,1
0,0,3.7,73,250.0,Delivery,Koramangala 6th Block,1
1,0,3.0,16,350.0,Delivery,Kalyan Nagar,1
1,0,3.0,17,800.0,Dine-out,Brookefield,1
1,0,3.8,48,150.0,Delivery,Kalyan Nagar,1
1,1,4.4,2329,1400.0,Delivery,Kammanahalli,1
0,0,3.6,336,600.0,Delivery,Bellandur,1
0,0,3.3,4,300.0,Dine-out,Koramangala 4th Block,1
1,0,3.6,34,300.0,Delivery,Kalyan Nagar,1
0,1,4.4,424,3500.0,Dine-out,Brigade Road,1
1,0,3.1,53,750.0,Delivery,Koramangala 6th Block,1
1,0,3.1,6,400.0,Delivery,Residency Road,1
1,0,3.8,48,300.0,Dine-out,Koramangala 6th Block,1
0,0,4.0,0,500.0,Cafes,Kalyan Nagar,1
0,0,4.3,548,1000.0,Pubs and bars,Old Airport Road,1
1,0,4.0,103,600.0,Dine-out,Koramangala 7th Block,1
1,0,4.3,64,250.0,Delivery,Jayanagar,1
1,0,4.3,169,450.0,Delivery,Koramangala 6th Block,1
0,0,3.0,22,200.0,Dine-out,Lavelle Road,1
1,0,2.6,27,500.0,Dine-out,Old Airport Road,1
1,0,3.6,124,400.0,Delivery,Lavelle Road,1
0,0,3.4,12,500.0,Delivery,BTM,1
0,0,4.2,618,500.0,Delivery,Brigade Road,1
1,0,3.6,26,200.0,Dine-out,Marathahalli,1
1,0,3.1,223,500.0,Delivery,HSR,1
1,0,3.2,18,300.0,Dine-out,Bannerghatta Road,1
1,0,4.1,128,400.0,Dine-out,HSR,1
1,0,3.2,67,200.0,Delivery,HSR,1
0,0,3.8,30,300.0,Delivery,Koramangala 6th Block,1
1,0,3.1,120,500.0,Delivery,Koramangala 4th Block,1
1,0,4.5,0,300.0,Dine-out,Basavanagudi,1
0,0,4.2,391,400.0,Dine-out,Jayanagar,1
1,0,3.8,272,550.0,Dine-out,HSR,1
1,0,3.9,331,200.0,Delivery,JP Nagar,1
1,0,3.4,11,800.0,Delivery,Basavanagudi,1
1,0,4.3,1210,1200.0,Dine-out,Indiranagar,1
1,0,3.6,32,800.0,Dine-out,Old Airport Road,1
1,0,3.4,23,350.0,Delivery,Old Airport Road,1
1,0,4.0,245,400.0,Delivery,BTM,1
0,0,2.7,43,1000.0,Dine-out,JP Nagar,1
1,0,4.2,227,600.0,Delivery,Old Airport Road,1
1,0,3.9,443,600.0,Delivery,Church Street,1
1,0,3.5,6,400.0,Dine-out,Koramangala 7th Block,1
0,1,3.5,0,1100.0,Drinks & nightlife,Koramangala 6th Block,1
1,0,3.8,128,400.0,Dine-out,Kalyan Nagar,1
1,0,4.3,791,1000.0,Buffet,Koramangala 4th Block,1
1,0,3.7,214,700.0,Dine-out,Kalyan Nagar,1
1,0,3.6,14,400.0,Delivery,Koramangala 6th Block,1
0,0,3.7,50,550.0,Delivery,MG Road,1
1,0,3.7,54,600.0,Delivery,Banashankari,1
1,0,4.0,738,750.0,Dine-out,Brookefield,1
1,0,3.6,60,500.0,Delivery,Jayanagar,1
0,0,2.0,0,250.0,Dine-out,Whitefield,1
1,1,4.2,800,750.0,Delivery,Electronic City,1
0,0,2.9,35,800.0,Drinks & nightlife,Malleshwaram,1
0,1,4.6,4986,1800.0,Dine-out,Koramangala 4th Block,1
1,0,4.1,306,600.0,Delivery,Koramangala 5th Block,1
0,0,3.8,26,500.0,Desserts,Lavelle Road,1
0,0,3.3,4,300.0,Desserts,MG Road,1
1,0,3.9,105,200.0,Delivery,Residency Road,1
1,0,4.1,23,500.0,Desserts,Koramangala 7th Block,1
1,0,3.6,35,300.0,Dine-out,Basavanagudi,1
1,0,3.6,62,600.0,Delivery,Banashankari,1
1,0,4.1,163,400.0,Desserts,HSR,1
1,1,4.4,385,1500.0,Delivery,Koramangala 4th Block,1
0,0,3.5,10,1300.0,Dine-out,Indiranagar,1
1,0,3.7,16,300.0,Delivery,New BEL Road,1
0,0,3.5,16,200.0,Dine-out,Koramangala 7th Block,1
0,0,1.0,0,150.0,Delivery,Koramangala 4th Block,1
1,0,3.2,9,500.0,Dine-out,Malleshwaram,1
1,0,3.6,33,600.0,Delivery,Bannerghatta Road,1
0,0,3.9,58,400.0,Dine-out,Whitefield,1
1,0,3.8,49,300.0,Delivery,Kammanahalli,1
1,0,2.8,45,800.0,Delivery,Banashankari,1
1,0,3.1,46,700.0,Delivery,Koramangala 5th Block,1
1,0,3.7,286,150.0,Dine-out,Malleshwaram,1
1,0,3.5,9,700.0,Drinks & nightlife,BTM,1
0,0,3.7,0,200.0,Delivery,Church Street,0
0,0,3.7,0,300.0,Dine-out,Electronic City,1
1,0,3.8,146,600.0,Delivery,Bannerghatta Road,1
1,1,4.0,1021,700.0,Delivery,Brigade Road,1
1,0,2.5,22,1000.0,Delivery,Church Street,1
1,0,3.8,33,500.0,Delivery,Old Airport Road,1
1,0,3.2,7,200.0,Delivery,Koramangala 7th Block,1
1,0,4.3,172,500.0,Delivery,Koramangala 7th Block,1
1,0,3.1,13,350.0,Delivery,Koramangala 5th Block,1
1,0,3.5,30,300.0,Delivery,Lavelle Road,1
1,0,3.9,61,100.0,Desserts,Rajajinagar,1
0,0,3.8,74,500.0,Dine-out,Kammanahalli,1
1,0,3.5,17,300.0,Dine-out,Koramangala 4th Block,1
1,0,4.0,275,500.0,Cafes,Koramangala 6th Block,1
1,0,4.0,152,600.0,Dine-out,Rajajinagar,1
0,0,4.2,380,400.0,Dine-out,Basavanagudi,1
1,0,3.8,36,300.0,Delivery,Jayanagar,1
1,0,3.6,13,300.0,Delivery,Marathahalli,1
1,0,3.7,44,500.0,Desserts,Kammanahalli,1
1,0,1.8,0,400.0,Delivery,Koramangala 7th Block,1
1,1,4.0,82,500.0,Cafes,HSR,1
0,0,3.2,4,400.0,Dine-out,Residency Road,1
0,0,3.7,0,250.0,Delivery,Koramangala 7th Block,0
1,0,4.0,117,500.0,Delivery,Bannerghatta Road,1
0,0,3.3,6,350.0,Dine-out,Koramangala 6th Block,1
0,0,3.3,4,200.0,Dine-out,Banashankari,1
1,0,3.4,19,700.0,Dine-out,Malleshwaram,1
1,0,3.1,226,500.0,Delivery,Brookefield,1
0,0,3.1,17,400.0,Delivery,Jayanagar,1
1,0,4.1,172,700.0,Cafes,Kalyan Nagar,1
0,0,4.0,0,300.0,Desserts,Whitefield,1
1,1,3.9,49,450.0,Dine-out,Indiranagar,1
1,1,4.2,2206,1200.0,Dine-out,JP Nagar,1
0,0,3.4,46,1100.0,Delivery,Old Airport Road,1
1,0,3.5,18,300.0,Dine-out,Bellandur,1
0,0,3.7,23,400.0,Delivery,Marathahalli,1
0,0,4.1,83,200.0,Desserts,Bellandur,0
0,0,3.9,626,600.0,Delivery,Koramangala 5th Block,1
1,0,3.1,6,400.0,Delivery,Brigade Road,1
1,0,4.0,153,700.0,Delivery,Brigade Road,1
1,0,3.5,7,100.0,Delivery,HSR,1
1,0,5.0,0,450.0,Delivery,HSR,1
0,0,3.5,134,300.0,Dine-out,Sarjapur Road,1
1,0,3.9,1139,500.0,Delivery,Koramangala 4th Block,1
1,0,4.0,99,400.0,Desserts,Kammanahalli,1
1,1,4.1,442,1200.0,Dine-out,Basavanagudi,1
1,0,3.7,23,300.0,Delivery,Kalyan Nagar,1
0,0,3.6,18,600.0,Pubs and bars,Electronic City,1
0,0,3.7,0,150.0,Delivery,Koramangala 4th Block,1
0,0,4.2,823,900.0,Dine-out,Old Airport Road,1
1,0,3.8,80,200.0,Delivery,Indiranagar,1
1,0,3.6,11,300.0,Desserts,Bellandur,1
0,0,3.1,4,400.0,Dine-out,JP Nagar,1
0,0,2.8,227,450.0,Cafes,Koramangala 4th Block,1
0,0,3.8,38,300.0,Dine-out,Lavelle Road,1
1,0,3.1,33,450.0,Delivery,New BEL Road,1
1,0,4.2,0,300.0,Delivery,Bannerghatta Road,1
0,1,4.2,789,1400.0,Dine-out,Kammanahalli,1
1,0,2.5,47,800.0,Delivery,Koramangala 6th Block,1
1,0,3.8,71,500.0,Delivery,Indiranagar,1
1,0,2.9,362,450.0,Delivery,Koramangala 6th Block,1
0,0,3.7,0,400.0,Desserts,Koramangala 7th Block,0
1,0,3.6,51,500.0,Delivery,Koramangala 5th Block,1
1,0,3.6,31,500.0,Delivery,Sarjapur Road,1
1,0,3.6,23,100.0,Desserts,Basavanagudi,1
0,0,3.4,14,200.0,Delivery,MG Road,1
1,0,3.7,0,400.0,Delivery,New BEL Road,1
0,0,3.7,46,600.0,Dine-out,Koramangala 4th Block,1
1,0,3.5,16,200.0,Delivery,Jayanagar,1
0,0,3.1,12,500.0,Dine-out,JP Nagar,1
0,0,3.7,21,300.0,Delivery,Rajajinagar,1
1,0,3.9,133,800.0,Cafes,Banashankari,1
1,0,4.0,58,250.0,Delivery,Koramangala 6th Block,1
1,0,3.6,17,500.0,Dine-out,Indiranagar,1
1,0,3.9,102,400.0,Desserts,Jayanagar,1
1,0,3.2,74,400.0,Delivery,Koramangala 4th Block,1
1,0,4.0,156,550.0,Delivery,Kalyan Nagar,1
0,0,3.4,6,150.0,Delivery,Electronic City,1
1,0,3.1,11,500.0,Delivery,Koramangala 7th Block,1
0,0,2.9,53,300.0,Dine-out,Koramangala 7th Block,1
1,1,3.9,46,300.0,Delivery,HSR,1
0,1,4.1,1244,1500.0,Drinks & nightlife,Koramangala 7th Block,1
1,0,2.5,22,1000.0,Delivery,Brigade Road,1
1,1,4.2,4732,1500.0,Delivery,Brigade Road,1
1,0,4.4,542,600.0,Delivery,Old Airport Road,1
0,0,4.0,0,600.0,Dine-out,Brigade Road,1
1,0,3.8,16,250.0,Delivery,Koramangala 7th Block,1
0,0,3.8,53,300.0,Dine-out,Koramangala 7th Block,1
1,1,4.0,144,700.0,Dine-out,Indiranagar,1
1,0,2.7,82,400.0,Dine-out,Malleshwaram,1
1,0,4.4,1514,300.0,Dine-out,Kammanahalli,1
1,0,3.7,31,500.0,Dine-out,Koramangala 4th Block,1
1,0,4.2,176,250.0,Delivery,Brigade Road,1
0,1,4.2,1428,1300.0,Dine-out,Frazer Town,1
1,0,5.0,0,400.0,Dine-out,Whitefield,1
1,0,2.3,180,500.0,Delivery,Rajajinagar,1
1,0,3.9,391,750.0,Delivery,BTM,1
1,0,3.6,76,650.0,Dine-out,Koramangala 4th Block,1
1,1,4.1,1341,800.0,Dine-out,Koramangala 4th Block,1
0,0,2.8,110,800.0,Delivery,Sarjapur Road,1
1,0,4.2,420,700.0,Dine-out,New BEL Road,1
0,0,3.1,4,300.0,Dine-out,Koramangala 4th Block,1
1,0,3.4,8,200.0,Dine-out,New BEL Road,1
0,0,3.8,217,2000.0,Dine-out,Brigade Road,1
0,1,3.7,64,2200.0,Dine-out,Basavanagudi,1
1,0,3.9,320,800.0,Dine-out,Rajajinagar,1
1,0,4.1,779,700.0,Delivery,Koramangala 7th Block,1
1,0,4.2,290,700.0,Desserts,Rajajinagar,1
1,0,3.8,49,300.0,Delivery,Kalyan Nagar,1
1,0,4.1,374,150.0,Dine-out,Old Airport Road,1
1,0,3.9,231,500.0,Delivery,Sarjapur Road,1
0,0,3.8,263,650.0,Dine-out,MG Road,1
1,0,3.7,80,300.0,Delivery,Church Street,1
1,0,3.8,21,850.0,Delivery,Koramangala 5th Block,1
1,0,3.2,16,350.0,Delivery,BTM,1
0,1,4.4,194,1200.0,Drinks & nightlife,Church Street,1
1,0,3.4,7,200.0,Delivery,Koramangala 5th Block,1
0,0,4.2,2028,1200.0,Dine-out,Lavelle Road,1
1,0,3.8,77,500.0,Delivery,Residency Road,1
1,0,3.4,6,300.0,Delivery,Brookefield,1
0,0,3.4,61,150.0,Dine-out,Rajajinagar,1
1,0,3.7,25,250.0,Delivery,Sarjapur Road,1
0,0,3.9,74,1200.0,Dine-out,Whitefield,1
1,0,3.3,12,250.0,Delivery,JP Nagar,1
1,0,3.0,89,200.0,Dine-out,Rajajinagar,1
0,0,4.0,102,400.0,Desserts,Bannerghatta Road,1
1,0,3.2,36,200.0,Delivery,JP Nagar,1
0,0,3.4,7,150.0,Delivery,Koramangala 6th Block,1
0,0,3.7,0,150.0,Dine-out,Malleshwaram,1
1,0,3.9,61,400.0,Delivery,Koramangala 4th Block,1
1,0,4.2,101,900.0,Dine-out,Koramangala 7th Block,1
1,0,4.5,2407,150.0,Delivery,Malleshwaram,1
0,0,5.0,0,500.0,Delivery,Marathahalli,1
1,0,3.9,81,500.0,Desserts,Electronic City,1
0,0,3.7,25,600.0,Delivery,Marathahalli,0
0,0,3.4,7,200.0,Delivery,Sarjapur Road,1
1,0,3.8,145,700.0,Delivery,JP Nagar,1
0,0,3.8,264,650.0,Dine-out,Indiranagar,1
1,1,4.1,452,600.0,Delivery,Frazer Town,1
1,0,3.6,19,400.0,Dine-out,Bannerghatta Road,1
0,0,2.8,228,500.0,Dine-out,Koramangala 4th Block,0
1,0,3.8,53,350.0,Dine-out,Koramangala 7th Block,1
1,0,4.0,492,800.0,Delivery,HSR,1
1,0,3.9,121,400.0,Dine-out,Koramangala 4th Block,1
0,0,3.2,11,500.0,Dine-out,Bannerghatta Road,1
0,0,3.9,183,2200.0,Dine-out,Frazer Town,1
0,0,3.3,6,250.0,Delivery,Koramangala 7th Block,1
0,0,3.5,10,400.0,Dine-out,Residency Road,1
0,0,3.2,4,450.0,Dine-out,Whitefield,0
1,0,3.9,783,300.0,Delivery,HSR,1
0,1,3.8,176,1350.0,Dine-out,Jayanagar,1
1,0,3.0,64,750.0,Dine-out,JP Nagar,1
1,0,3.8,208,400.0,Delivery,Jayanagar,1
1,1,4.3,2576,1200.0,Drinks & nightlife,Koramangala 5th Block,1
0,0,3.4,18,250.0,Dine-out,Koramangala 7th Block,1
0,0,3.7,0,500.0,Desserts,Lavelle Road,1
1,1,4.0,178,1000.0,Delivery,Kalyan Nagar,1
0,0,3.8,33,200.0,Dine-out,Old Airport Road,1
0,1,4.3,128,6000.0,Dine-out,Old Airport Road,1
0,0,4.2,3236,450.0,Dine-out,Koramangala 6th Block,0
1,0,3.2,0,600.0,Delivery,Brigade Road,1
1,0,3.9,337,500.0,Delivery,Bellandur,1
0,0,3.0,7,1000.0,Drinks & nightlife,Electronic City,1
1,0,4.2,373,600.0,Dine-out,Marathahalli,1
0,0,3.4,5,200.0,Dine-out,Residency Road,1
0,0,3.6,36,900.0,Delivery,Basavanagudi,1
1,0,3.2,10,250.0,Dine-out,BTM,1
1,1,4.7,4639,1300.0,Cafes,Brigade Road,1
0,1,4.1,209,1000.0,Pubs and bars,Brigade Road,1
1,0,3.8,66,800.0,Delivery,Koramangala 6th Block,1
1,0,2.8,165,450.0,Delivery,JP Nagar,1
1,1,4.5,1428,1700.0,Pubs and bars,MG Road,1
1,0,4.0,204,500.0,Desserts,Jayanagar,1
1,0,4.1,506,600.0,Dine-out,Koramangala 5th Block,1
1,0,3.6,66,150.0,Dine-out,Basavanagudi,1
1,0,3.4,334,550.0,Delivery,Old Airport Road,1
0,1,4.1,759,1200.0,Drinks & nightlife,Koramangala 7th Block,1
0,0,3.7,13,300.0,Desserts,Bannerghatta Road,1
1,0,5.0,0,200.0,Delivery,Whitefield,1
1,0,3.4,16,800.0,Dine-out,Jayanagar,1
1,0,3.6,13,200.0,Dine-out,Old Airport Road,1
1,0,3.4,357,350.0,Delivery,MG Road,1
1,0,3.7,8,300.0,Dine-out,Kammanahalli,1
0,1,4.2,139,2500.0,Dine-out,Indiranagar,1
1,1,4.4,1854,1100.0,Dine-out,Koramangala 5th Block,1
1,0,4.1,137,750.0,Desserts,Indiranagar,1
0,0,3.4,4,600.0,Dine-out,MG Road,1
0,0,2.8,27,250.0,Delivery,Koramangala 7th Block,1
0,0,3.3,4,500.0,Dine-out,Koramangala 5th Block,1
1,0,3.7,111,800.0,Dine-out,BTM,1
1,0,3.6,209,300.0,Delivery,JP Nagar,1
1,1,4.1,868,900.0,Cafes,Whitefield,1
0,1,4.3,2698,1300.0,Dine-out,Lavelle Road,1
0,0,4.0,29,450.0,Cafes,MG Road,1
1,0,3.7,30,200.0,Dine-out,Malleshwaram,1
0,1,4.5,785,2700.0,Dine-out,Marathahalli,1
1,0,4.2,413,700.0,Dine-out,BTM,1
1,1,4.4,3061,1500.0,Delivery,Bellandur,1
1,0,3.5,4,250.0,Delivery,Rajajinagar,1
0,0,3.7,0,600.0,Delivery,Bellandur,0
1,1,4.3,225,2000.0,Delivery,Brigade Road,1
1,0,3.6,45,700.0,Delivery,Koramangala 6th Block,1
0,0,3.7,0,700.0,Delivery,Sarjapur Road,1
0,0,3.5,19,150.0,Desserts,Brigade Road,1
1,1,3.9,487,700.0,Delivery,Koramangala 5th Block,1
1,0,4.3,1328,1000.0,Delivery,MG Road,1
1,1,4.3,226,2000.0,Dine-out,Frazer Town,1
1,0,3.5,58,150.0,Delivery,Koramangala 7th Block,1
1,0,3.8,260,700.0,Delivery,Brigade Road,1
1,0,4.1,184,550.0,Desserts,Lavelle Road,1
1,0,3.7,5,600.0,Delivery,Bellandur,1
0,0,3.3,4,200.0,Delivery,Koramangala 6th Block,0
0,0,3.5,6,300.0,Delivery,Old Airport Road,1
1,0,3.1,94,350.0,Delivery,Malleshwaram,1
1,0,3.5,9,100.0,Delivery,Church Street,1
0,0,3.7,0,150.0,Dine-out,BTM,1
0,0,3.5,0,200.0,Delivery,MG Road,1
0,0,4.0,52,250.0,Dine-out,Malleshwaram,1
0,0,4.2,1345,1100.0,Dine-out,MG Road,1
1,0,4.4,214,800.0,Dine-out,Kammanahalli,1
0,0,3.7,0,650.0,Delivery,Jayanagar,1
1,0,3.4,334,550.0,Delivery,Church Street,1
0,0,3.3,19,600.0,Dine-out,BTM,1
0,0,3.2,15,150.0,Desserts,Residency Road,1
0,0,3.8,33,450.0,Delivery,Jayanagar,0
1,0,5.0,0,200.0,Delivery,Koramangala 5th Block,0
1,0,4.0,795,500.0,Delivery,Sarjapur Road,1
1,0,3.5,12,500.0,Delivery,Sarjapur Road,1
1,0,3.6,12,200.0,Delivery,Jayanagar,1
1,0,3.8,204,600.0,Dine-out,HSR,1
1,0,3.7,31,400.0,Delivery,Koramangala 4th Block,1
0,0,1.0,0,150.0,Delivery,Residency Road,1
1,0,3.4,137,500.0,Delivery,BTM,1
1,0,3.8,4,500.0,Delivery,Koramangala 6th Block,1
1,0,4.0,603,800.0,Delivery,HSR,1
0,0,4.5,0,450.0,Delivery,Whitefield,0
0,0,3.3,4,1200.0,Dine-out,Brigade Road,1
1,0,3.7,0,250.0,Delivery,Old Airport Road,1
1,1,4.4,383,1500.0,Dine-out,BTM,1
1,0,3.5,13,250.0,Delivery,Kammanahalli,1
1,0,3.6,26,200.0,Desserts,Koramangala 6th Block,1
0,0,3.4,7,300.0,Dine-out,Koramangala 6th Block,1
1,0,3.9,36,250.0,Delivery,Basavanagudi,1
1,0,3.8,72,650.0,Cafes,Brigade Road,1
0,0,3.5,23,1200.0,Buffet,Electronic City,1
1,0,3.6,15,250.0,Delivery,Jayanagar,1
1,0,3.2,4,500.0,Delivery,Koramangala 4th Block,1
0,0,4.2,142,500.0,Delivery,Kammanahalli,1
0,1,4.2,117,800.0,Buffet,BTM,1
0,0,4.0,1469,450.0,Cafes,Residency Road,1
1,0,3.4,7,1600.0,Delivery,Frazer Town,1
1,0,3.5,889,650.0,Delivery,Koramangala 6th Block,1
1,0,3.7,32,900.0,Dine-out,BTM,1
0,0,4.3,1189,550.0,Dine-out,Lavelle Road,1
0,0,3.1,7,300.0,Dine-out,BTM,1
1,0,3.3,6,100.0,Delivery,Basavanagudi,1
0,0,3.0,0,250.0,Dine-out,BTM,1
0,0,3.7,0,350.0,Delivery,Brookefield,1
1,0,3.8,40,250.0,Delivery,Whitefield,1
1,0,3.5,41,400.0,Dine-out,Banashankari,1
1,0,3.3,4,100.0,Delivery,Frazer Town,1
0,0,3.3,24,600.0,Delivery,BTM,1
1,0,3.5,13,300.0,Delivery,MG Road,1
0,0,3.0,0,150.0,Delivery,JP Nagar,1
1,1,4.2,97,1200.0,Delivery,Old Airport Road,1
0,0,3.5,7,900.0,Desserts,Jayanagar,1
0,0,4.6,988,3000.0,Buffet,MG Road,1
0,0,3.7,0,120.0,Dine-out,BTM,1
1,1,4.5,1394,1700.0,Dine-out,Brigade Road,1
0,0,4.2,148,200.0,Desserts,Rajajinagar,1
1,0,4.2,136,1500.0,Dine-out,Lavelle Road,1
1,1,4.3,840,600.0,Desserts,Brookefield,1
1,0,3.9,128,200.0,Desserts,Koramangala 6th Block,1
0,0,4.0,147,400.0,Desserts,JP Nagar,1
1,0,3.9,0,250.0,Dine-out,Jayanagar,1
1,0,3.5,47,450.0,Delivery,Residency Road,1
1,0,3.6,45,650.0,Cafes,Whitefield,1
1,0,4.2,432,500.0,Delivery,Kalyan Nagar,1
1,0,3.3,8,400.0,Delivery,Bannerghatta Road,1
1,0,3.7,19,300.0,Delivery,Old Airport Road,1
1,0,3.8,209,450.0,Dine-out,Rajajinagar,1
1,0,3.2,7,300.0,Delivery,Jayanagar,1
1,0,2.6,254,1050.0,Delivery,Kammanahalli,1
1,0,3.0,61,650.0,Delivery,Koramangala 7th Block,1
0,0,3.1,53,600.0,Delivery,Koramangala 6th Block,1
1,0,3.1,69,250.0,Delivery,Bellandur,1
0,1,5.0,0,1000.0,Dine-out,Koramangala 6th Block,1
0,0,2.8,26,400.0,Dine-out,Koramangala 6th Block,1
0,0,3.7,0,800.0,Buffet,Brookefield,1
1,0,3.8,141,200.0,Delivery,Koramangala 7th Block,1
0,0,3.7,0,150.0,Desserts,Church Street,1
1,0,3.6,7,400.0,Delivery,Whitefield,1
0,0,3.7,0,850.0,Desserts,Bellandur,1
0,0,5.0,0,400.0,Desserts,MG Road,1
0,0,3.6,11,700.0,Drinks & nightlife,Residency Road,1
0,0,2.0,0,150.0,Desserts,Jayanagar,1
0,0,3.5,31,350.0,Dine-out,Brigade Road,1
0,0,3.9,56,200.0,Desserts,Basavanagudi,1
1,0,3.3,4,700.0,Delivery,HSR,1
1,1,4.2,2290,1400.0,Dine-out,Residency Road,1
0,0,3.6,25,500.0,Dine-out,Koramangala 6th Block,1
0,0,3.0,32,400.0,Dine-out,Koramangala 6th Block,1
0,0,4.1,403,1000.0,Drinks & nightlife,Indiranagar,1
0,0,3.2,7,200.0,Dine-out,Church Street,1
0,1,4.7,3855,1600.0,Dine-out,JP Nagar,1
1,0,3.9,212,800.0,Dine-out,Lavelle Road,1
0,0,2.8,56,1200.0,Drinks & nightlife,JP Nagar,1
1,0,4.3,120,400.0,Delivery,Lavelle Road,1
0,0,4.3,90,800.0,Cafes,Malleshwaram,1
1,0,3.8,266,250.0,Delivery,Malleshwaram,1
0,0,3.2,8,400.0,Dine-out,JP Nagar,1
1,0,3.6,51,500.0,Delivery,Brigade Road,1
0,0,4.1,239,500.0,Dine-out,Bellandur,1
1,0,3.6,14,250.0,Delivery,Bellandur,1
0,0,4.3,1720,1300.0,Dine-out,Lavelle Road,1
0,0,4.0,1075,1450.0,Drinks & nightlife,Brookefield,1
1,0,4.2,740,750.0,Delivery,Church Street,1
0,0,3.6,43,400.0,Dine-out,BTM,0
0,0,3.2,59,550.0,Delivery,Basavanagudi,1
1,0,3.2,35,350.0,Delivery,Frazer Town,1
1,0,4.0,29,500.0,Delivery,Frazer Town,1
1,0,3.5,14,500.0,Dine-out,Koramangala 4th Block,1
1,1,4.0,1010,1300.0,Dine-out,Bannerghatta Road,1
1,0,3.9,644,400.0,Dine-out,Old Airport Road,1
0,0,4.8,0,800.0,Dine-out,Koramangala 6th Block,1
0,0,2.9,35,800.0,Pubs and bars,Malleshwaram,1
0,0,3.6,10,250.0,Desserts,Indiranagar,1
1,0,3.9,338,500.0,Dine-out,Koramangala 4th Block,1
1,0,3.7,44,550.0,Dine-out,BTM,1
0,0,3.8,4655,2000.0,Delivery,Koramangala 7th Block,1
1,0,4.7,292,1500.0,Dine-out,Whitefield,1
1,0,3.7,434,400.0,Delivery,Koramangala 5th Block,1
1,0,3.9,124,400.0,Delivery,JP Nagar,1
1,0,3.6,14,350.0,Delivery,Banashankari,1
1,0,3.6,42,400.0,Dine-out,Koramangala 5th Block,1
1,0,4.0,50,400.0,Delivery,New BEL Road,1
1,0,4.5,345,300.0,Cafes,Koramangala 6th Block,1
0,0,3.9,18,200.0,Delivery,Malleshwaram,1
1,0,3.4,8,300.0,Delivery,Brookefield,1
1,0,4.0,0,200.0,Dine-out,Frazer Town,1
1,0,2.6,59,450.0,Delivery,Electronic City,1
0,0,3.5,8,200.0,Dine-out,Banashankari,1
0,0,4.5,0,200.0,Dine-out,Rajajinagar,1
0,0,3.7,20,600.0,Desserts,Koramangala 6th Block,1
1,0,3.7,101,700.0,Delivery,Koramangala 6th Block,1
1,0,4.0,197,500.0,Delivery,Koramangala 4th Block,1
0,0,3.3,6,300.0,Dine-out,Residency Road,1
1,0,2.9,26,300.0,Delivery,Brigade Road,1
1,0,3.8,258,300.0,Delivery,Koramangala 5th Block,1
0,0,3.1,6,500.0,Delivery,Brookefield,1
1,0,4.6,143,500.0,Delivery,Basavanagudi,0
0,0,3.5,4,200.0,Dine-out,JP Nagar,1
0,0,2.9,18,450.0,Dine-out,Electronic City,1
1,0,3.9,249,700.0,Delivery,Old Airport Road,1
0,0,4.0,124,500.0,Delivery,Residency Road,0
1,1,4.0,350,1200.0,Dine-out,Jayanagar,1
0,0,3.5,21,200.0,Dine-out,Koramangala 7th Block,1
1,1,4.6,2750,600.0,Delivery,Brookefield,1
1,0,3.3,9,400.0,Delivery,HSR,1
1,0,3.4,94,300.0,Delivery,Indiranagar,1
1,0,3.9,503,300.0,Dine-out,Koramangala 7th Block,1
0,0,3.8,27,1200.0,Dine-out,Electronic City,1
1,0,3.9,99,300.0,Delivery,Jayanagar,1
1,0,3.9,55,400.0,Delivery,Church Street,1
0,0,3.7,19,200.0,Dine-out,Whitefield,1
1,0,3.6,244,400.0,Dine-out,Kalyan Nagar,1
0,0,3.6,25,250.0,Dine-out,Bellandur,1
1,0,4.4,290,400.0,Delivery,BTM,1
0,0,4.0,138,800.0,Dine-out,Koramangala 7th Block,1
0,0,3.5,10,150.0,Dine-out,Koramangala 7th Block,1
0,0,3.3,6,250.0,Dine-out,BTM,1
1,0,3.8,96,600.0,Dine-out,Church Street,1
1,0,4.0,515,750.0,Delivery,Koramangala 7th Block,1
1,0,4.3,220,300.0,Dine-out,Koramangala 5th Block,1
1,0,3.4,8,200.0,Delivery,Bannerghatta Road,1
1,0,2.5,22,1000.0,Dine-out,Brigade Road,1
0,0,3.9,234,1000.0,Delivery,Koramangala 7th Block,1
0,1,4.2,242,1500.0,Drinks & nightlife,Old Airport Road,1
